timestamp,phase,url,http_status,total_time_seconds,succeeded
2026-04-23 21:56:37 +0500,baseline,http://localhost:8080/api/products/all,200,0.196309,true
2026-04-23 21:56:58 +0500,post-run,http://localhost:8080/api/products/all,200,0.003042,true
