timestamp,phase,url,http_status,total_time_seconds,succeeded
2026-04-23 21:56:38 +0500,baseline,http://localhost:8080/api/auth/login,200,0.175560,true
2026-04-23 21:56:58 +0500,post-run,http://localhost:8080/api/auth/login,200,0.093829,true
