timestamp,phase,url,http_status,total_time_seconds,succeeded
2026-04-23 21:29:26 +0500,baseline,http://localhost:8080/api/auth/register,201,0.149092,true
2026-04-23 21:29:26 +0500,downtime,http://localhost:8080/api/auth/register,201,0.092343,true
2026-04-23 21:29:29 +0500,downtime,http://localhost:8080/api/auth/register,201,0.091185,true
2026-04-23 21:29:31 +0500,downtime,http://localhost:8080/api/auth/register,201,0.089369,true
2026-04-23 21:29:33 +0500,downtime,http://localhost:8080/api/auth/register,201,0.090785,true
2026-04-23 21:29:36 +0500,downtime,http://localhost:8080/api/auth/register,201,0.089781,true
2026-04-23 21:29:38 +0500,downtime,http://localhost:8080/api/auth/register,201,0.089711,true
2026-04-23 21:29:40 +0500,downtime,http://localhost:8080/api/auth/register,201,0.089806,true
2026-04-23 21:29:42 +0500,downtime,http://localhost:8080/api/auth/register,201,0.090676,true
2026-04-23 21:29:45 +0500,downtime,http://localhost:8080/api/auth/register,201,0.090853,true
2026-04-23 21:29:47 +0500,downtime,http://localhost:8080/api/auth/register,201,0.092582,true
2026-04-23 21:30:11 +0500,recovery,http://localhost:8080/api/auth/register,201,0.105703,true
